Year,Category,Movie,Winner,Presenter,Date & Venue,Speech,year_standard,category_standard,year_count,link
1999 (72nd) Academy Awards,Best Picture,American Beauty,"Bruce Cohen and Dan Jinks, Producers",Clint Eastwood,"March 26, 2000; Shrine Auditorium & Expo Center","Thank you.  It was almost exactly two years ago that Andrew Cannava sent us a screenplay called ""American Beauty"" by Alan Ball.  It dealt with sex and drugs, blackmail, homophobia, infidelity and suburban dysfunction.  And in the middle of all this was a character named ""Ricky Fitts,"" who at one point says, ""Sometimes there's so much beauty in the world I feel like I can't take it."" And everyone in the audience knew exactly what he meant.  Alan, Bruce and I will forever be grateful to you for trusting us with your beautiful words. Sam Mendes, thank you so much for taking this script and bringing it to the screen in such a brilliant way that audiences around the world have been moved by this story of two American families.  On a personal note I want to thank Larry Grimaldi, David Janollari, Michael Pisaro*, all of my friends, my sister Laura, and all of my parents who I am so thrilled are here with me tonight. Thank you.  Bruce... Thank you to Kevin Spacey, the incomparable Annette Bening, and our entire cast. You are all phenomenal and we share this with you. We share this with our spectacular crew. Two years ago when others were passing on this wonderful script, DreamWorks stepped up to the plate. We cannot thank enough so many people there, from Glenn Williamson to Steven Spielberg, for giving us the creative freedom to make the movie we wanted to make and then working tirelessly to market it and distribute it. Thanks also to Alan Hergott, to Greg, Jillian*, Paul, the gang at Spago's [sic]. My friends and family, Mom, Dad, Julie, especially Grammy. And finally, on behalf of everyone associated with ""American Beauty,"" Dan and I thank the Academy. To receive this extraordinary honor for a film that we are all so blessed to be a part of is truly the thrill of a lifetime. Thank you.
",1999,Best Picture,1999.16,http://aaspeechesdb.oscars.org/results.aspx?AC=NEXT_RECORD&XC=/results.aspx&BU=http%3A%2F%2Faaspeechesdb.oscars.org%2F&TN=aatrans&SN=AUTO8997&SE=1457&RN=1015&MR=0&TR=0&TX=1000&ES=0&CS=0&XP=&RF=WebReportList&EF=&DF=WebReportOscars&RL=0&EL=0&DL=0&NP=255&ID=&MF=oscarsmsg.ini&MQ=&TI=0&DT=&ST=0&IR=0&NR=314&NB=0&SV=0&SS=0&BG=&FG=&QS=&OEX=ISO-8859-1&OEH=utf-8
1999 (72nd) Academy Awards,Short Film (Animated),The Old Man and the Sea,Alexander Petrov,"""Woody"", ""Buzz Lightyear"", ""Jessie"", ""Bullseye"", ""Mr. & Mrs. Potato Head""","March 26, 2000; Shrine Auditorium & Expo Center","Sorry.  I no speak English.  But, thank you very much.  I [am] very proud. Very happy.  Thanks to members of the Academy for your choice.  Spasibo bolshoe.  Do svidniya.  Thank you.",1999,Short Film (Animated),1999.17,http://aaspeechesdb.oscars.org/results.aspx?AC=NEXT_RECORD&XC=/results.aspx&BU=http%3A%2F%2Faaspeechesdb.oscars.org%2F&TN=aatrans&SN=AUTO8997&SE=1457&RN=1016&MR=0&TR=0&TX=1000&ES=0&CS=0&XP=&RF=WebReportList&EF=&DF=WebReportOscars&RL=0&EL=0&DL=0&NP=255&ID=&MF=oscarsmsg.ini&MQ=&TI=0&DT=&ST=0&IR=0&NR=314&NB=0&SV=0&SS=0&BG=&FG=&QS=&OEX=ISO-8859-1&OEH=utf-8
1999 (72nd) Academy Awards,Short Film (Live Action),My Mother Dreams the Satan's Disciples in New York,"Barbara Schock, Tammy Tiehel","Cate Blanchett, Jude Law","March 26, 2000; Shrine Auditorium & Expo Center","The subject of this film, my mother, is in the audience, and I think she's probably fainted.  We'd like to thank our cinematographer Chris Manley.  Rex Pickett, for his wonderful screenplay.  Our lovely lead actress Helen Stenborg.  My deepest thanks goes to our executive producer and my husband, John Martin, for helping me think straight and making everything possible. And to my family and friends, whose support has been so unwavering.  I've dreamed of giving something in return.  This is for my mom and dad and for all the talented people who helped us make this film. Thanks also so much to the bikers who helped us out. And I'd like to personally thank my family: Bob and Pat Tiehel, my sisters, my grandmothers, everybody who's watching me in Ridley Park, my husband Bill Stedman. And Keith Smith and Rick Worley*. Thank you so much.
",1999,Short Film (Live Action),1999.18,http://aaspeechesdb.oscars.org/results.aspx?AC=NEXT_RECORD&XC=/results.aspx&BU=http%3A%2F%2Faaspeechesdb.oscars.org%2F&TN=aatrans&SN=AUTO8997&SE=1457&RN=1017&MR=0&TR=0&TX=1000&ES=0&CS=0&XP=&RF=WebReportList&EF=&DF=WebReportOscars&RL=0&EL=0&DL=0&NP=255&ID=&MF=oscarsmsg.ini&MQ=&TI=0&DT=&ST=0&IR=0&NR=314&NB=0&SV=0&SS=0&BG=&FG=&QS=&OEX=ISO-8859-1&OEH=utf-8
1999 (72nd) Academy Awards,Sound,The Matrix,"John Reitz, Gregg Rudloff, David Campbell, David Lee","Mike Myers, Heather Graham","March 26, 2000; Shrine Auditorium & Expo Center","This little guy represents so much hard work by so many people and we're very proud to be able to represent them tonight.  There's too many to thank individually, but we do want to thank the Wachowski Brothers and Joel Silver for being just a wonderful experience.  They're a lot of fun to work with. And Joel, we truly appreciate all your trust and support.  Thank you very much.",1999,Sound Mixing,1999.19,http://aaspeechesdb.oscars.org/results.aspx?AC=NEXT_RECORD&XC=/results.aspx&BU=http%3A%2F%2Faaspeechesdb.oscars.org%2F&TN=aatrans&SN=AUTO8997&SE=1457&RN=1018&MR=0&TR=0&TX=1000&ES=0&CS=0&XP=&RF=WebReportList&EF=&DF=WebReportOscars&RL=0&EL=0&DL=0&NP=255&ID=&MF=oscarsmsg.ini&MQ=&TI=0&DT=&ST=0&IR=0&NR=314&NB=0&SV=0&SS=0&BG=&FG=&QS=&OEX=ISO-8859-1&OEH=utf-8
1999 (72nd) Academy Awards,Sound Effects Editing,The Matrix,Dane A. Davis,Chow Yun Fat,"March 26, 2000; Shrine Auditorium & Expo Center","Wow.  So this is where the rabbit hole goes.  I want to thank Larry and Andy Wachowski and Joel Silver, Zach Staenberg, and everybody at Warner Bros. for trusting me with such a terrific movie.  It was a blast from start to finish. I want to thank our mixers, John, Gregg and Dave, and congratulations.  I want to thank my terrific crew led by Julia Evershade, Eric Lindemann, and John Roesch.  I thank my mother and father, my wife Francine, my sons Jeremy and Ryan for being there for me when I came back from being in the Matrix. This is a great honor.  Thank you, everyone in the Academy.  Thank you.",1999,Sound Editing,1999.2,http://aaspeechesdb.oscars.org/results.aspx?AC=NEXT_RECORD&XC=/results.aspx&BU=http%3A%2F%2Faaspeechesdb.oscars.org%2F&TN=aatrans&SN=AUTO8997&SE=1457&RN=1019&MR=0&TR=0&TX=1000&ES=0&CS=0&XP=&RF=WebReportList&EF=&DF=WebReportOscars&RL=0&EL=0&DL=0&NP=255&ID=&MF=oscarsmsg.ini&MQ=&TI=0&DT=&ST=0&IR=0&NR=314&NB=0&SV=0&SS=0&BG=&FG=&QS=&OEX=ISO-8859-1&OEH=utf-8
1999 (72nd) Academy Awards,Visual Effects,The Matrix,"John Gaeta, Janek Sirrs, Steve Courtley, Jon Thum",Arnold Schwarzenegger,"March 26, 2000; Shrine Auditorium & Expo Center","Futurize filmmaking, Andy and Larry Wachowski, this is their vision on the screen.  These guys made my decade, they gave my career a path and I am most thankful.  And they are great friends of all of ours.  They're very... by the heart they're making their films.  I'd like to dedicate this to my son Skylar*, this is inspiration.  I'd like to thank my wife Rose for standing by me through all of this.  I'd like to thank the executive producers Barrie Osborne, Andrew Mason, ultra-producer Joel Silver.  I'd like to thank Lorenzo Di Bonaventura of Warner Bros. for standing behind a very risky picture and really making this film what the filmmakers wanted it to be.  I want to point out that there are some great visual effects companies that did this picture. MVFX's Rob Bobo, thank you very much for putting all of your efforts behind innovation, behind the spirit of doing visual effects in service to a story. I'd like to thank Animal Logic and Dfilm for quality work and a great experience.  And most of all, the artists.  Whatisthematrix.com, go there.",1999,Visual Effects,1999.21,http://aaspeechesdb.oscars.org/results.aspx?AC=NEXT_RECORD&XC=/results.aspx&BU=http%3A%2F%2Faaspeechesdb.oscars.org%2F&TN=aatrans&SN=AUTO8997&SE=1457&RN=1020&MR=0&TR=0&TX=1000&ES=0&CS=0&XP=&RF=WebReportList&EF=&DF=WebReportOscars&RL=0&EL=0&DL=0&NP=255&ID=&MF=oscarsmsg.ini&MQ=&TI=0&DT=&ST=0&IR=0&NR=314&NB=0&SV=0&SS=0&BG=&FG=&QS=&OEX=ISO-8859-1&OEH=utf-8
1999 (72nd) Academy Awards,Writing (Screenplay Based on Material Previously Produced or Published),The Cider House Rules,John Irving,Kevin Spacey,"March 26, 2000; Shrine Auditorium & Expo Center","Well, you must be trying to get me to reconsider my day job.  I want to thank the Academy for this honor to a film on the abortion subject and Miramax for having the courage to make this movie in the first place.  But especially my wife Janet, my children, Colin, Everett and Brendan -- thank you, Brendan, for coming all this way.  My best friend, David Colicchio*.  The producer, Richard Gladstein.  The director, Lasse Hallstr’_m, with whom I would work again in a second.  And everyone at Planned Parenthood and the National Abortion Rights League.",1999,Writing (Adapted Screenplay),1999.22,http://aaspeechesdb.oscars.org/results.aspx?AC=NEXT_RECORD&XC=/results.aspx&BU=http%3A%2F%2Faaspeechesdb.oscars.org%2F&TN=aatrans&SN=AUTO8997&SE=1457&RN=1021&MR=0&TR=0&TX=1000&ES=0&CS=0&XP=&RF=WebReportList&EF=&DF=WebReportOscars&RL=0&EL=0&DL=0&NP=255&ID=&MF=oscarsmsg.ini&MQ=&TI=0&DT=&ST=0&IR=0&NR=314&NB=0&SV=0&SS=0&BG=&FG=&QS=&OEX=ISO-8859-1&OEH=utf-8
1999 (72nd) Academy Awards,Writing (Screenplay Written Directly for the Screen),American Beauty,Alan Ball,Mel Gibson,"March 26, 2000; Shrine Auditorium & Expo Center","Thank you so much.  I -- wow, this is heavy.  Sam Mendes, I thank my lucky stars for you every day, for your extraordinary talent, your tenacity, and your friendship, and for getting it just right.  Dan and Bruce, you made a promise to me to keep me involved, you kept it.  What were you thinking?  An amazing cast in this movie that a screenwriter can only dream about.  Kevin Spacey, you do indeed rule.  Annette, you are astounding.  Wes, Thora, Mena, Chris, Allison, Peter, Sam and Scott, you brought these characters to life with depths and shadings I never even thought of.  Everybody at DreamWorks, for taking a chance on a bunch of first timers, for letting us make the movie and for marketing it so brilliantly.  My agent Andrew Cannava.  My family, especially my mom.  All the writers I have ever worked with, for everything that they taught me.  And finally, that plastic bag in front of the World Trade Center so many years ago, for being whatever it is that inspires us to do what we do.  Thank you.",1999,Writing (Original Screenplay),1999.23,http://aaspeechesdb.oscars.org/results.aspx?AC=NEXT_RECORD&XC=/results.aspx&BU=http%3A%2F%2Faaspeechesdb.oscars.org%2F&TN=aatrans&SN=AUTO8997&SE=1457&RN=1022&MR=0&TR=0&TX=1000&ES=0&CS=0&XP=&RF=WebReportList&EF=&DF=WebReportOscars&RL=0&EL=0&DL=0&NP=255&ID=&MF=oscarsmsg.ini&MQ=&TI=0&DT=&ST=0&IR=0&NR=314&NB=0&SV=0&SS=0&BG=&FG=&QS=&OEX=ISO-8859-1&OEH=utf-8
1999 (72nd) Academy Awards,Honorary Award,No title.,To Andrzej Wajda in recognition of five decades of extraordinary film direction.,Jane Fonda,"March 26, 2000; Shrine Auditorium & Expo Center","Ladies and gentlemen, I will speak in Polish because I want to say what I think and feel, and I have always thought and felt in Polish.  I accept this great honor not as a personal tribute, but as a tribute to all of Polish cinema.  The subject of many of our films was the war, the atrocities of Nazism and the tragedies brought by communism.  This is why today I thank the American friends of Poland and my compatriots for helping my country rejoin the family of democratic nations, rejoin the Western civilizations, its institutions and security structures.  My fervent hope is that the only flames people will encounter will be the great passions of the heart -- love, gratitude and solidarity.",1999,Honorary Award,1999.24,http://aaspeechesdb.oscars.org/results.aspx?AC=NEXT_RECORD&XC=/results.aspx&BU=http%3A%2F%2Faaspeechesdb.oscars.org%2F&TN=aatrans&SN=AUTO8997&SE=1457&RN=1023&MR=0&TR=0&TX=1000&ES=0&CS=0&XP=&RF=WebReportList&EF=&DF=WebReportOscars&RL=0&EL=0&DL=0&NP=255&ID=&MF=oscarsmsg.ini&MQ=&TI=0&DT=&ST=0&IR=0&NR=314&NB=0&SV=0&SS=0&BG=&FG=&QS=&OEX=ISO-8859-1&OEH=utf-8
1999 (72nd) Academy Awards,Irving G. Thalberg Memorial Award,No title.,Warren Beatty,Jack Nicholson,"March 26, 2000; Shrine Auditorium & Expo Center","Thank you.  You know, although some might say it's a little soon to be giving this thing to a guy in his early forties...  To have known that I was going to get it, particularly this year with all the... It's been very helpful around the house.  I must say that if you had your choice and you could get the Thalberg Award or the White House, I think I'd stick with this.  I don't want to talk politics here and I don't want to suggest some direction that the movies should go into, but I think I would like to, if I may, pay tribute to the memory of my mother Kathlyn, my father Ira, and to the people who nurtured me as a child in Virginia with my sister Shirley, and beginning with Stella Adler and Elia Kazan, and to all the people who worked with me and taught me. I came to Hollywood when I was in my early twenties. Many of the previous winners of this award actually taught me. You know, Sam Goldwyn was in his eighties, God bless him, and he treated me like a grown-up. Now it's very interesting, I think that most of the people who are teaching me now, they all seem to be in their early twenties and I do whatever I can to keep them -- I try to get them to stop treating me like a grown-up. But I thank them, I thank them.
I thank my profession for giving me freedom and access. The freedom to live a much fuller life apart from the movies, and the access to get out and get to know the world and then come back and go back to making movies. Please forgive me for not making more of them. I'll try to do better. Thank you so much for encouraging my voice in public affairs. Please forgive me if I've used it stridently, or in fact not often enough. I'll try to do better. To my fellow actors, I would like to say thank you. Thank you for making me look good. I'm first, last, and always an actor, my pride in that is unbounded. Please forgive me for being a producer. I'll try to do better.
[To Jack Nicholson on stage:] You can't hear me? Let me tell you this... alright.
Okay, now, to those of you who may have heard rumor here or there of my life in Hollywood as a single man. The poet wrote, ""Only solitary men know the true joy of friendship. Others have their family, but to a solitary man his friends are everything."" So I want to thank you, my friends, for leading me through those days, and finally, in fact, leading me to Annette. Please forgive me for making her unavailable to your movies four times -- that's four times. I would like to say I'll try to do better, but you and I know that I won't. So, let's just say that I'll try to do less. Yes, I'll try to do less. She is my treasure. She has given me what I value most, her love. And she's given me Kathlyn and Ben and Isabel and at the moment, this much anticipated and very loved unnamed being, who could actually join us any minute right here in the second row if I don't wrap this up.
So, I cannot imagine a public circumstance in which so many affirmations of work and life that could converge at one time. Let me put it another way -- as a screenwriter, I'd never sit still for it. You know, you can't have the husband up here getting this thing and the wife down there maybe getting that thing, and she's having a baby at the same time. It doesn't work, you have to throw it out, you have to pick one, they'll never believe it. So, I would say to you, don't worry, I don't ever expect another evening like this to be so full. But there are some things that really aren't going to change. They don't have to change, and please listen to me on this, Kathlyn and Ben and Isabel, I know you're not in bed. The things that don't have to change for us are our reliability of friendship, the sanctity of our family, and the dignity of our work. Thank you very much from way down here.",1999,Honorary Award,1999.25,http://aaspeechesdb.oscars.org/results.aspx?AC=NEXT_RECORD&XC=/results.aspx&BU=http%3A%2F%2Faaspeechesdb.oscars.org%2F&TN=aatrans&SN=AUTO8997&SE=1457&RN=1024&MR=0&TR=0&TX=1000&ES=0&CS=0&XP=&RF=WebReportList&EF=&DF=WebReportOscars&RL=0&EL=0&DL=0&NP=255&ID=&MF=oscarsmsg.ini&MQ=&TI=0&DT=&ST=0&IR=0&NR=314&NB=0&SV=0&SS=0&BG=&FG=&QS=&OEX=ISO-8859-1&OEH=utf-8
